"Data","Zamkniecie","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"18.02.2021","68,63","69,10","69,47","68,43","1,02M","-0,61%"
"19.02.2021","67,50","69,03","69,70","67,50","3,77M","-1,65%"
"22.02.2021","67,00","67,00","68,09","66,81","1,36M","-0,74%"
"23.02.2021","64,65","67,30","67,30","64,24","1,59M","-3,51%"
"24.02.2021","65,00","65,00","66,70","64,50","1,29M","0,54%"
"25.02.2021","64,45","65,01","65,65","64,38","1,03M","-0,85%"
"26.02.2021","64,32","64,10","64,43","61,50","1,62M","-0,20%"
"01.03.2021","63,07","65,00","65,35","62,50","1,35M","-1,94%"
"02.03.2021","66,76","63,95","67,46","63,19","3,12M","5,85%"
"03.03.2021","66,46","67,50","68,20","65,02","2,89M","-0,45%"
"04.03.2021","64,74","67,00","67,38","63,69","3,55M","-2,59%"
"05.03.2021","64,00","63,72","64,35","63,46","2,51M","-1,14%"
"08.03.2021","63,54","64,10","65,00","63,03","1,53M","-0,72%"
"09.03.2021","64,50","63,20","65,30","63,03","1,59M","1,51%"
"10.03.2021","65,00","64,90","66,15","64,31","887,58K","0,78%"
"11.03.2021","64,77","65,50","66,20","64,65","883,47K","-0,35%"
"12.03.2021","64,67","65,50","65,50","64,25","1,07M","-0,15%"
"15.03.2021","63,65","64,60","64,96","63,44","1,22M","-1,58%"
"16.03.2021","63,63","64,00","64,79","63,18","877,02K","-0,03%"
"17.03.2021","59,76","60,00","60,30","58,10","18,03M","-6,08%"
"18.03.2021","59,97","60,00","60,69","58,59","6,26M","0,35%"
"19.03.2021","59,64","59,99","60,04","59,43","7,73M","-0,55%"
"22.03.2021","58,80","60,00","60,10","58,50","16,05M","-1,41%"
"23.03.2021","56,80","58,73","59,16","56,30","4,00M","-3,40%"
"24.03.2021","54,50","56,59","56,59","53,41","4,84M","-4,05%"
"25.03.2021","52,86","54,98","55,50","51,96","4,05M","-3,01%"
"26.03.2021","52,75","53,50","53,70","51,90","2,50M","-0,21%"
"29.03.2021","52,66","53,40","54,40","52,05","3,38M","-0,17%"
"30.03.2021","54,57","53,30","54,72","52,80","2,39M","3,63%"
"31.03.2021","55,57","55,00","55,67","53,64","3,80M","1,83%"
"01.04.2021","56,06","56,45","56,70","55,60","3,01M","0,88%"
"06.04.2021","57,50","57,04","57,60","56,60","1,85M","2,57%"
"07.04.2021","56,56","57,35","57,38","55,80","1,65M","-1,63%"
"08.04.2021","56,17","56,90","56,90","55,81","1,03M","-0,69%"
"09.04.2021","58,50","56,44","59,03","56,01","2,19M","4,15%"
"12.04.2021","57,24","58,30","58,40","56,52","958,94K","-2,15%"
"13.04.2021","57,38","57,54","57,89","56,70","853,51K","0,24%"
"14.04.2021","59,25","57,91","59,25","57,71","1,27M","3,26%"
"15.04.2021","58,34","59,25","59,44","57,80","1,01M","-1,54%"
"16.04.2021","57,16","58,00","58,48","57,16","1,11M","-2,02%"
"19.04.2021","56,22","57,15","58,31","55,78","810,23K","-1,64%"
"20.04.2021","55,00","56,24","56,92","54,16","1,30M","-2,17%"
"21.04.2021","54,37","55,00","55,96","54,22","1,25M","-1,15%"
"22.04.2021","56,20","54,90","56,78","54,65","1,46M","3,37%"
"23.04.2021","56,50","56,20","56,68","55,49","1,35M","0,53%"
"26.04.2021","56,60","56,80","57,18","55,91","927,04K","0,18%"
"27.04.2021","56,52","56,79","57,29","56,01","633,13K","-0,14%"
"28.04.2021","57,50","56,76","57,70","56,15","1,30M","1,73%"
"29.04.2021","57,40","57,99","58,45","57,10","982,92K","-0,17%"
"30.04.2021","58,14","57,50","58,34","55,87","1,34M","1,29%"
"04.05.2021","54,08","57,75","57,83","54,08","1,48M","-6,98%"
"05.05.2021","53,01","54,20","54,87","52,88","1,12M","-1,98%"
"06.05.2021","51,62","53,00","53,63","51,23","2,18M","-2,62%"
"07.05.2021","54,86","51,11","54,98","50,90","1,43M","6,28%"
"10.05.2021","53,17","55,04","55,47","52,50","968,19K","-3,08%"
"11.05.2021","51,80","53,00","53,25","51,74","1,12M","-2,58%"
"12.05.2021","52,34","51,90","52,93","51,85","1,48M","1,04%"
"13.05.2021","51,23","54,40","55,86","51,12","4,04M","-2,12%"
"14.05.2021","52,40","52,00","52,40","49,10","2,25M","2,28%"
"17.05.2021","55,61","53,00","55,98","52,80","2,80M","6,13%"
"18.05.2021","57,00","55,74","58,75","55,71","3,94M","2,50%"
"19.05.2021","57,20","57,50","57,70","56,45","3,57M","0,35%"
"20.05.2021","57,21","57,50","57,70","56,55","1,10M","0,02%"
"21.05.2021","57,46","57,75","57,75","56,67","1,89M","0,44%"
"24.05.2021","56,90","57,46","57,50","56,80","527,24K","-0,97%"
"25.05.2021","58,40","56,94","58,90","56,94","1,02M","2,64%"
"26.05.2021","58,40","58,71","58,74","57,33","609,81K","0,00%"
"27.05.2021","58,28","58,15","58,85","57,51","2,32M","-0,21%"
"28.05.2021","58,50","58,50","58,83","57,60","1,48M","0,38%"
"31.05.2021","57,66","58,70","58,82","57,28","487,81K","-1,44%"
"01.06.2021","59,21","58,90","59,96","57,89","1,18M","2,69%"
"02.06.2021","59,18","59,40","59,74","59,00","886,59K","-0,05%"
"04.06.2021","58,77","59,00","59,26","57,50","964,78K","-0,69%"
"07.06.2021","59,05","58,40","59,44","58,25","893,62K","0,48%"
"08.06.2021","59,25","59,02","61,18","58,27","1,95M","0,34%"
"09.06.2021","59,64","59,50","60,23","58,88","1,52M","0,66%"
"10.06.2021","58,40","60,00","60,20","58,10","1,91M","-2,08%"
"11.06.2021","58,30","58,67","58,86","58,02","610,15K","-0,17%"
"14.06.2021","58,48","58,54","59,17","58,02","182,61K","0,31%"
"15.06.2021","58,78","59,00","60,07","58,56","","0,51%"
"16.06.2021","59,81","57,87","59,95","57,87","","1,75%"
"17.06.2021","59,09","59,80","61,02","58,52","","-1,20%"
"18.06.2021","59,99","59,20","60,48","58,81","","1,52%"
"21.06.2021","59,42","60,02","60,12","58,76","","-0,95%"
"22.06.2021","58,25","59,41","59,53","57,10","","-1,97%"
"23.06.2021","60,26","59,13","60,28","58,55","","3,45%"
"24.06.2021","62,51","60,43","63,08","60,24","","3,73%"
"25.06.2021","64,20","62,59","64,47","62,33","","2,70%"
"28.06.2021","63,88","64,20","64,21","62,30","","-0,50%"
"29.06.2021","65,46","63,80","65,84","63,57","","2,47%"
"30.06.2021","65,64","65,90","67,28","65,15","","0,27%"
"01.07.2021","67,29","65,80","68,33","64,59","","2,51%"
"02.07.2021","67,68","67,25","68,94","66,08","","0,58%"
"05.07.2021","69,06","67,70","69,55","67,64","","2,04%"
"06.07.2021","69,92","69,25","69,92","69,00","","1,25%"
"07.07.2021","73,39","70,06","75,89","70,06","","4,96%"
"08.07.2021","71,82","73,11","74,23","71,39","","-2,14%"
"09.07.2021","71,52","71,83","72,70","70,65","","-0,42%"
"12.07.2021","73,75","71,20","74,83","70,94","","3,12%"
"13.07.2021","72,72","73,93","74,25","72,51","","-1,40%"
"14.07.2021","73,49","72,55","73,49","72,22","","1,06%"
"15.07.2021","72,92","72,25","73,50","72,25","","-0,78%"
"16.07.2021","73,58","73,00","73,87","72,72","","0,91%"
"19.07.2021","72,89","73,90","73,90","72,47","","-0,94%"
"20.07.2021","73,92","72,32","74,34","72,32","","1,41%"
"21.07.2021","73,20","73,78","74,78","73,00","","-0,97%"
"22.07.2021","73,75","72,50","74,00","72,50","","0,75%"
"23.07.2021","73,14","73,50","74,01","72,68","","-0,83%"
"26.07.2021","72,91","72,97","73,77","70,72","","-0,31%"
"27.07.2021","71,36","72,61","72,61","70,35","","-2,13%"
"28.07.2021","68,87","70,57","71,24","68,71","","-3,49%"
"29.07.2021","67,75","68,60","70,17","67,57","","-1,63%"
"30.07.2021","66,10","66,91","67,96","65,72","","-2,44%"
"02.08.2021","66,09","66,25","67,66","65,83","","-0,02%"
"03.08.2021","67,12","66,25","68,88","66,25","","1,56%"
"04.08.2021","66,54","67,00","67,38","66,10","","-0,86%"
"05.08.2021","64,19","66,58","66,65","63,30","","-3,53%"
"06.08.2021","63,86","64,39","64,39","62,50","","-0,51%"
"09.08.2021","64,12","63,50","64,29","63,20","","0,41%"
"10.08.2021","62,88","64,10","64,45","62,88","","-1,93%"
"11.08.2021","62,17","62,95","63,25","61,66","","-1,13%"
"12.08.2021","62,49","62,05","62,88","61,52","","0,51%"
"13.08.2021","63,81","62,60","64,00","62,34","","2,11%"
"16.08.2021","62,02","63,98","63,98","61,87","","-2,81%"
"17.08.2021","63,38","62,25","63,74","62,05","","2,19%"
"18.08.2021","64,19","63,45","64,33","62,97","","1,28%"
"19.08.2021","65,00","64,29","65,23","63,80","","1,26%"
"20.08.2021","65,00","65,17","65,17","64,31","","0,00%"
"23.08.2021","64,97","65,19","65,19","64,53","","-0,05%"
"24.08.2021","65,65","65,39","65,89","64,68","","1,05%"
"25.08.2021","67,45","65,63","67,97","65,34","","2,74%"
"26.08.2021","67,84","67,47","68,98","67,06","","0,58%"
"27.08.2021","67,50","68,25","68,37","66,58","","-0,50%"
"30.08.2021","69,28","67,52","69,42","67,52","","2,64%"
"31.08.2021","71,00","69,54","71,00","69,36","","2,48%"
"01.09.2021","72,65","71,06","72,66","70,73","","2,32%"
"02.09.2021","71,36","72,10","72,82","71,10","","-1,78%"
"03.09.2021","69,25","71,02","71,18","68,81","","-2,96%"
"06.09.2021","70,65","68,96","70,65","68,96","","2,02%"
"07.09.2021","68,39","70,40","70,40","68,20","","-3,20%"
"08.09.2021","66,89","68,25","68,59","66,21","","-2,19%"
"09.09.2021","64,88","66,43","66,56","64,88","","-3,00%"
"10.09.2021","63,46","65,00","65,40","63,46","","-2,19%"
"13.09.2021","63,45","63,66","64,06","62,24","","-0,02%"
"14.09.2021","62,10","63,26","63,26","62,10","","-2,13%"
"15.09.2021","62,60","62,10","63,02","61,82","","0,81%"
"16.09.2021","62,73","62,69","63,23","62,30","","0,21%"
"17.09.2021","64,25","62,95","65,10","62,32","","2,42%"
"20.09.2021","62,37","62,70","63,98","62,04","","-2,93%"
"21.09.2021","62,48","62,44","63,35","62,12","","0,18%"
"22.09.2021","62,01","63,20","63,20","61,84","","-0,75%"
"23.09.2021","61,91","62,48","62,62","61,64","","-0,16%"
"24.09.2021","59,64","61,90","62,16","59,53","","-3,67%"
"27.09.2021","59,84","59,55","60,81","59,50","","0,34%"
"28.09.2021","58,42","59,51","59,79","57,55","","-2,37%"
"29.09.2021","58,47","58,02","59,36","57,95","","0,09%"
"30.09.2021","57,87","59,18","59,95","57,61","","-1,03%"
"01.10.2021","58,05","57,88","59,00","57,19","","0,31%"
"04.10.2021","56,93","57,95","57,95","56,62","","-1,93%"
"05.10.2021","56,65","56,85","57,61","56,32","","-0,49%"
"06.10.2021","55,52","56,90","56,91","54,82","","-1,99%"
"07.10.2021","55,15","55,51","55,83","54,37","","-0,67%"
"08.10.2021","58,80","55,34","59,84","55,21","","6,62%"
"11.10.2021","58,30","59,00","59,84","57,20","","-0,85%"
"12.10.2021","54,50","57,10","57,24","54,50","","-6,52%"
"13.10.2021","51,50","55,01","55,01","51,34","","-5,50%"
"14.10.2021","50,99","51,90","52,92","50,05","","-0,99%"
"15.10.2021","50,70","51,18","51,26","49,42","","-0,57%"
"18.10.2021","50,80","50,77","51,63","50,50","","0,20%"
"19.10.2021","49,30","50,76","50,76","49,08","","-2,95%"
"20.10.2021","49,31","49,03","50,47","48,82","","0,02%"
"21.10.2021","49,48","49,30","50,48","48,67","","0,34%"
"22.10.2021","50,33","49,65","51,13","49,23","","1,72%"
"25.10.2021","48,69","50,31","51,16","48,58","","-3,26%"
"26.10.2021","46,87","48,93","49,13","46,66","","-3,74%"
"27.10.2021","47,37","46,64","48,20","45,55","","1,07%"
"28.10.2021","45,95","47,36","47,38","45,84","","-3,00%"
"29.10.2021","45,13","46,00","46,30","44,64","","-1,78%"
"02.11.2021","44,18","45,50","45,59","43,76","","-2,11%"
"03.11.2021","43,50","44,29","44,80","43,31","","-1,54%"
"04.11.2021","44,51","43,91","45,34","43,73","","2,32%"
"05.11.2021","49,24","48,10","50,18","46,60","","10,63%"
"08.11.2021","47,69","49,80","49,90","47,16","","-3,15%"
"09.11.2021","42,37","47,98","48,76","42,34","","-11,16%"
"10.11.2021","42,30","42,33","43,29","41,41","","-0,17%"
"12.11.2021","40,81","43,02","43,04","40,27","","-3,52%"
"15.11.2021","41,70","40,99","42,59","40,30","","2,18%"
"16.11.2021","44,02","42,00","44,15","41,80","","5,56%"
"17.11.2021","42,71","44,17","44,31","42,43","","-2,98%"
"18.11.2021","44,97","42,84","45,06","42,45","","5,29%"
"19.11.2021","45,40","45,06","46,09","44,12","","0,96%"
"22.11.2021","43,10","45,50","46,15","42,96","","-5,07%"
"23.11.2021","43,24","43,03","44,28","42,63","","0,32%"
"24.11.2021","40,37","43,50","43,76","40,37","","-6,64%"
"25.11.2021","40,35","40,60","40,90","39,36","","-0,05%"
"26.11.2021","42,00","39,40","43,12","39,03","","4,09%"
"29.11.2021","40,95","42,51","42,63","40,63","","-2,50%"
"30.11.2021","39,37","40,90","41,69","39,37","","-3,86%"
"01.12.2021","38,48","40,09","40,58","37,93","","-2,26%"
"02.12.2021","36,38","38,20","38,23","36,06","","-5,46%"
"03.12.2021","36,55","36,48","37,34","36,37","","0,47%"
"06.12.2021","34,72","36,54","36,99","34,52","","-5,01%"
"07.12.2021","37,27","35,08","37,66","34,96","","7,34%"
"08.12.2021","37,97","37,73","38,80","37,41","","1,88%"
"09.12.2021","39,12","37,92","39,88","37,81","","3,03%"
"10.12.2021","38,01","37,88","38,20","37,63","1,12M","-2,84%"
"13.12.2021","38,00","38,23","38,50","37,96","1,98M","-0,03%"
"14.12.2021","36,48","38,44","38,46","36,48","2,41M","-4,00%"
"15.12.2021","34,77","36,50","36,74","34,66","2,76M","-4,69%"
"16.12.2021","37,25","35,30","38,10","35,30","3,08M","7,13%"
"17.12.2021","37,91","36,79","37,91","36,23","4,95M","1,77%"
"20.12.2021","39,23","37,51","39,44","37,03","2,13M","3,48%"
"21.12.2021","39,38","39,50","40,30","38,77","1,85M","0,38%"
"22.12.2021","41,35","39,50","41,35","39,04","2,04M","5,00%"
"23.12.2021","38,78","41,61","41,96","38,71","3,06M","-6,22%"
"27.12.2021","40,40","38,78","41,00","38,30","1,68M","4,18%"
"28.12.2021","39,77","40,12","40,66","39,06","1,56M","-1,56%"
"29.12.2021","39,80","39,77","40,33","39,22","817,66K","0,08%"
"30.12.2021","38,86","39,56","39,95","38,54","1,93M","-2,36%"
"03.01.2022","39,40","39,49","41,19","39,19","2,55M","1,39%"
"04.01.2022","38,78","39,80","40,00","38,41","1,77M","-1,57%"
"05.01.2022","37,78","38,73","38,73","37,60","3,25M","-2,58%"
"07.01.2022","39,37","37,00","40,25","36,56","6,85M","4,21%"
"10.01.2022","38,63","39,62","40,75","38,58","4,92M","-1,88%"
"11.01.2022","40,83","39,44","40,98","39,08","5,31M","5,70%"
"12.01.2022","42,87","41,20","43,36","41,20","9,01M","5,00%"
"13.01.2022","44,00","42,90","44,40","42,12","7,06M","2,64%"
"14.01.2022","43,23","43,80","43,88","42,83","3,86M","-1,75%"
"17.01.2022","42,30","43,38","43,45","42,12","3,16M","-2,15%"
"18.01.2022","39,86","42,05","42,14","39,82","4,68M","-5,77%"
"19.01.2022","40,20","39,25","40,63","38,85","3,52M","0,85%"
"20.01.2022","40,25","40,24","41,18","40,12","4,20M","0,12%"
"21.01.2022","39,00","39,45","39,96","38,42","3,32M","-3,11%"
"24.01.2022","36,70","38,60","39,26","36,00","3,95M","-5,90%"
"25.01.2022","37,85","37,37","38,36","37,01","2,73M","3,13%"
"26.01.2022","37,58","38,12","38,20","36,90","3,83M","-0,71%"
"27.01.2022","36,40","36,90","37,46","36,12","3,49M","-3,14%"
"28.01.2022","35,38","36,50","36,61","34,82","4,69M","-2,80%"
"31.01.2022","37,60","36,30","37,70","35,90","4,72M","6,27%"
"01.02.2022","38,84","37,60","38,84","36,84","3,23M","3,30%"
"02.02.2022","38,52","39,20","39,20","38,32","1,68M","-0,82%"
"03.02.2022","36,38","38,04","38,07","36,38","3,36M","-5,56%"
"04.02.2022","35,17","36,78","37,67","35,17","92,50K","-3,33%"
"07.02.2022","35,04","35,48","35,74","34,54","4,07M","-0,37%"
"08.02.2022","33,66","35,10","35,20","32,93","4,67M","-3,94%"
"09.02.2022","35,16","34,09","35,32","33,50","4,05M","4,46%"
"10.02.2022","34,80","36,00","36,00","33,91","2,01M","-1,02%"
"11.02.2022","35,19","34,30","35,45","34,11","2,17M","1,12%"
"14.02.2022","34,95","34,11","35,08","33,10","3,17M","-0,68%"
"15.02.2022","35,69","35,07","36,06","35,01","1,66M","2,12%"
"16.02.2022","34,33","36,00","36,19","34,11","3,28M","-3,81%"
"17.02.2022","33,83","34,49","34,66","33,70","1,51M","-1,46%"
"18.02.2022","32,65","33,70","34,07","32,65","2,56M","-3,49%"
"21.02.2022","31,20","33,00","33,26","31,02","2,42M","-4,44%"
"22.02.2022","32,75","30,20","32,89","29,84","3,17M","4,97%"
"23.02.2022","30,61","33,20","33,20","30,58","4,76M","-6,53%"
"24.02.2022","26,40","27,00","28,23","24,50","13,85M","-13,75%"
"25.02.2022","27,51","27,59","28,59","26,07","6,36M","4,20%"
"28.02.2022","31,36","26,46","31,46","26,20","5,75M","13,99%"
"01.03.2022","30,20","31,62","31,89","29,82","3,85M","-3,70%"
"02.03.2022","29,25","29,60","31,00","29,14","3,66M","-3,15%"
"03.03.2022","27,75","29,25","29,50","27,75","2,77M","-5,13%"
"04.03.2022","26,30","27,52","27,68","26,12","3,74M","-5,23%"
"07.03.2022","26,40","25,70","26,74","23,14","9,96M","0,38%"
"08.03.2022","26,20","26,00","27,48","25,36","3,55M","-0,76%"
"09.03.2022","29,14","27,25","29,20","26,71","3,96M","11,22%"
"10.03.2022","29,23","29,80","30,30","28,54","3,40M","0,31%"
"11.03.2022","29,37","29,50","30,58","28,81","3,23M","0,48%"
"14.03.2022","29,24","29,25","29,68","28,36","2,38M","-0,44%"
"15.03.2022","29,43","29,80","29,95","28,43","2,52M","0,65%"
"16.03.2022","30,89","30,95","32,15","30,12","4,65M","4,96%"
"17.03.2022","32,70","31,85","32,70","31,32","5,82M","5,86%"
"18.03.2022","32,43","32,94","33,15","31,95","4,97M","-0,83%"
"21.03.2022","31,84","32,25","32,88","31,21","2,71M","-1,82%"
"22.03.2022","32,89","31,72","33,17","31,25","4,29M","3,30%"
"23.03.2022","32,33","33,10","33,72","32,01","1,82M","-1,70%"
"24.03.2022","33,41","32,53","33,70","31,84","2,23M","3,34%"
"25.03.2022","33,00","33,50","34,18","32,66","2,39M","-1,23%"
"28.03.2022","34,50","33,50","34,79","33,05","3,85M","4,55%"
"29.03.2022","36,20","34,80","36,20","34,17","4,65M","4,93%"
"30.03.2022","36,50","36,20","36,66","35,75","2,80M","0,83%"
"31.03.2022","35,57","36,60","36,65","35,57","3,12M","-2,55%"
"01.04.2022","35,10","35,56","35,98","34,85","2,39M","-1,32%"
"04.04.2022","32,70","35,60","35,60","31,73","6,51M","-6,84%"
"05.04.2022","32,78","32,80","33,33","32,32","2,38M","0,24%"
"06.04.2022","30,16","32,70","32,70","29,93","4,67M","-7,99%"
"07.04.2022","29,04","30,48","30,50","29,04","2,81M","-3,71%"
"08.04.2022","28,71","29,45","29,48","28,64","2,75M","-1,14%"
"11.04.2022","28,36","28,79","29,45","27,85","2,96M","-1,22%"
"12.04.2022","27,80","28,30","28,36","27,52","2,87M","-1,97%"
"13.04.2022","26,80","28,00","28,18","26,72","4,43M","-3,60%"
"14.04.2022","27,90","27,00","28,48","27,00","2,35M","4,10%"
"19.04.2022","27,02","28,18","28,21","26,33","3,31M","-3,15%"
"20.04.2022","27,91","27,49","28,52","27,05","4,95M","3,29%"
"21.04.2022","28,05","27,85","28,96","27,16","4,33M","0,50%"
"22.04.2022","27,00","27,90","27,90","26,88","1,82M","-3,74%"
"25.04.2022","27,05","26,44","27,48","26,10","2,05M","0,19%"
"26.04.2022","24,61","27,59","27,59","24,61","6,51M","-9,02%"
"27.04.2022","24,05","24,90","24,95","23,86","3,54M","-2,28%"
"28.04.2022","24,35","24,57","24,85","23,15","4,65M","1,25%"
"29.04.2022","23,04","24,99","25,41","23,01","5,74M","-5,38%"
"02.05.2022","22,93","22,23","23,36","22,22","3,07M","-0,48%"
"04.05.2022","22,57","23,20","23,44","22,38","300,00K","-1,57%"
"05.05.2022","21,23","23,40","23,43","21,23","5,20M","-5,94%"
"06.05.2022","21,95","21,02","22,14","20,61","4,28M","3,39%"
"09.05.2022","22,30","21,85","22,62","21,48","2,66M","1,59%"
"10.05.2022","21,82","22,32","22,58","21,23","3,58M","-2,15%"
"11.05.2022","22,38","22,10","23,25","21,52","3,49M","2,57%"
"12.05.2022","22,44","21,70","22,67","20,75","3,96M","0,27%"
"13.05.2022","23,05","23,00","23,14","21,83","3,40M","2,72%"
"16.05.2022","22,30","22,89","23,32","21,93","2,55M","-3,25%"
"17.05.2022","23,86","22,59","24,11","22,25","2,85M","7,00%"
"18.05.2022","23,34","23,86","24,25","23,20","2,19M","-2,18%"
"19.05.2022","23,40","22,81","23,42","22,46","4,38M","0,26%"
"20.05.2022","24,29","23,60","24,93","23,47","2,96M","3,80%"
"23.05.2022","23,50","24,86","25,18","23,23","7,66M","-3,25%"
"24.05.2022","22,27","23,15","23,32","22,21","5,31M","-5,23%"
"25.05.2022","22,30","22,50","22,72","22,02","2,01M","0,13%"
"26.05.2022","23,45","21,70","23,60","21,30","5,58M","5,16%"
"27.05.2022","24,70","23,58","24,93","23,52","10,29M","5,33%"
"30.05.2022","25,03","24,83","25,21","24,55","3,51M","1,34%"
"31.05.2022","25,11","25,00","25,25","24,61","6,12M","0,32%"
"01.06.2022","23,70","25,00","25,12","23,70","3,20M","-5,62%"
"02.06.2022","23,77","23,61","23,90","23,38","1,28M","0,30%"
"03.06.2022","22,89","24,00","24,30","22,79","2,31M","-3,70%"
"06.06.2022","23,01","23,02","23,40","22,93","1,22M","0,52%"
"07.06.2022","22,38","22,81","22,82","22,21","2,25M","-2,74%"
"08.06.2022","21,41","22,46","22,60","21,31","3,12M","-4,33%"
"09.06.2022","20,80","21,50","21,86","20,56","3,12M","-2,85%"
"10.06.2022","21,20","20,73","21,66","20,49","2,22M","1,92%"
"13.06.2022","20,12","20,62","21,00","19,94","2,58M","-5,09%"
"14.06.2022","19,69","20,30","20,58","19,62","3,60M","-2,14%"
"15.06.2022","20,23","19,83","20,30","19,42","5,35M","2,74%"
"17.06.2022","20,61","19,78","21,10","19,78","5,96M","1,88%"
"20.06.2022","21,47","20,90","21,78","20,84","2,59M","4,17%"
"21.06.2022","22,48","21,66","22,59","21,18","4,99M","4,70%"
"22.06.2022","22,43","22,04","22,92","21,70","3,50M","-0,22%"
"23.06.2022","22,83","22,40","22,98","21,82","2,72M","1,78%"
"24.06.2022","23,45","22,90","23,72","22,34","2,77M","2,72%"
"27.06.2022","24,07","23,61","24,36","23,16","4,11M","2,64%"
"28.06.2022","23,93","24,00","24,77","23,75","4,25M","-0,58%"
"29.06.2022","24,00","23,10","24,41","22,60","2,48M","0,29%"
"30.06.2022","23,84","24,07","24,16","23,55","1,72M","-0,67%"
"01.07.2022","23,22","23,66","24,52","23,05","2,08M","-2,60%"
"04.07.2022","22,71","23,30","23,41","22,62","1,31M","-2,20%"
